Text,Translation,Language,Category
We are inserting a tube to help you pass urine,เรากำลังจะสอดท่อเพื่อช่วยคุณขับถ่ายปัสสาวะ,Thai / ไทย,Medical Instructions
We are inserting a tube through your nose,เรากำลังจะสอดท่อผ่านทางจมูก,Thai / ไทย,Medical Instructions
We are going to give you an injection in your neck to give you medications,เรากำลังจะฉีดยาที่คอของคุณ,Thai / ไทย,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,เราจะให้การฉีดที่แขนของคุณเพื่อวัดความดันโลหิต,Thai / ไทย,Medical Instructions
We will give you sleeping medications.,เราจะให้ยานอนหลับแก่คุณ,Thai / ไทย,Medical Instructions
We will give you painkillers.,เราจะให้ยาแก้ปวดกับคุณ,Thai / ไทย,Medical Instructions
We are giving you medication to keep your blood pressure up.,เราจะให้ยาเพื่อรักษาความดันโลหิตของคุณ,Thai / ไทย,Medical Instructions
We are going to remove the breathing tube.,เรากำลังจะถอดท่อช่วยหายใจออก,Thai / ไทย,Medical Instructions
We are going to suck out your phlegm,เราจะดูดเสมหะของคุณออกไป,Thai / ไทย,Medical Instructions
We are going to clean you with a sponge,เราจะทำความสะอาดคุณด้วยฟองน้ำ,Thai / ไทย,Medical Instructions
Turn left,หันซ้าย,Thai / ไทย,Medical Instructions
Turn right,หันขวา,Thai / ไทย,Medical Instructions
We will change your diapers,เรากำลังจะเปลี่ยนผ้าอ้อมของคุณ,Thai / ไทย,Medical Instructions
Lift up your leg,ยกขาขึ้น,Thai / ไทย,Medical Instructions
We are going to sit you up,เราจะช่วยคุณลุกขึ้นนั่ง,Thai / ไทย,Medical Instructions
We are going to shift you up the bed,เราจะเลื่อนคุณขึ้นเตียง,Thai / ไทย,Medical Instructions
We are going to clean your mouth,เราจะทำความสะอาดปากของคุณ,Thai / ไทย,Medical Instructions
Do not swallow the gargle,อย่ากลืนน้ำยาบ้วนปาก,Thai / ไทย,Medical Instructions
Are you in pain?,คุณรู้สึกเจ็บไหม,Thai / ไทย,Basic Terms
Where is the pain?,คุณรู้สึกเจ็บตรงไหน,Thai / ไทย,Basic Terms
"Is it mild, moderate or severe?",เจ็บน้อย เจ็บปานกลางหรือเจ็บมาก,Thai / ไทย,Basic Terms
Can you point to the pain?,คุณชี้ไปตำแหน่งที่รู้สึกเจ็บได้ไหม,Thai / ไทย,Basic Terms
Head,หัว,Thai / ไทย,Basic Terms
eyes,ตา,Thai / ไทย,Basic Terms
ears,หู,Thai / ไทย,Basic Terms
nose,จมูก,Thai / ไทย,Basic Terms
mouth,ปาก,Thai / ไทย,Basic Terms
throat,ลำคอ,Thai / ไทย,Basic Terms
chest,หน้าอก,Thai / ไทย,Basic Terms
abdomen,ท้อง,Thai / ไทย,Basic Terms
back,หลัง,Thai / ไทย,Basic Terms
arms,แขน,Thai / ไทย,Basic Terms
legs,ขา,Thai / ไทย,Basic Terms
feet,เท้า,Thai / ไทย,Basic Terms
1 - one,หนึ่ง,Thai / ไทย,Basic Terms
2 - two,สอง,Thai / ไทย,Basic Terms
3 - three,สาม,Thai / ไทย,Basic Terms
4 - four,สี่,Thai / ไทย,Basic Terms
5 - five,ห้า,Thai / ไทย,Basic Terms
6 - six,หก,Thai / ไทย,Basic Terms
7 - seven,เจ็ด,Thai / ไทย,Basic Terms
8 - eight,แปด,Thai / ไทย,Basic Terms
9 - nine,เก้า,Thai / ไทย,Basic Terms
10 - ten,สิบ,Thai / ไทย,Basic Terms
0 - zero,ศูนย์,Thai / ไทย,Basic Terms
January,มกราคม,Thai / ไทย,Basic Terms
February,กุมภาพันธ์,Thai / ไทย,Basic Terms
March,มีนาคม,Thai / ไทย,Basic Terms
April,เมษายน,Thai / ไทย,Basic Terms
May,พฤษภาคม,Thai / ไทย,Basic Terms
June,มิถุนายน,Thai / ไทย,Basic Terms
July,กรกฎาคม,Thai / ไทย,Basic Terms
August,สิงหาคม,Thai / ไทย,Basic Terms
September,กันยายน,Thai / ไทย,Basic Terms
October,ตุลาคม,Thai / ไทย,Basic Terms
November,พฤศจิกายน,Thai / ไทย,Basic Terms
December,ธันวาคม,Thai / ไทย,Basic Terms
I am a doctor. I do not speak Bulgarian. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Ben doktorum. Ben Bulgar konuşmuyorum. Bunu web sitesini kullanarak iletişim kurar. mümkün olduğunca İngilizce olarak cevap ver. Teşekkür ederim.,Turkish / Türk,Greetings
What's your name?,Adınız ne?,Turkish / Türk,Greetings
Please give me your Identitification Card / Work Permit,Bana Identitification Kart / Çalışma İzni verin,Turkish / Türk,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Son 14 gün içinde, coronavirüs olan herkes tanıştınız?",Turkish / Türk,Contact with Others
Who? What is your relationship with them?,DSÖ? onlarla ilişkiniz nedir?,Turkish / Türk,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),Kaç gün önce onları tanıştınız? (Bir sayı grafik onlar cevap veremez eğer kenar çubuğunda yoktur),Turkish / Türk,Contact with Others
How long were you with him/her?,Ne zamandır onunla / onunla neredeydiniz?,Turkish / Türk,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","Son 14 gün içinde, Singapur dışına seyahat oldu? evet, bize İngilizce olarak ülkeleri söyle.",Turkish / Türk,Contact with Others
Do you have a fever?,Ateşin var mı?,Turkish / Türk,Symptoms
"How many days?
(You may use this for multiple symptoms)","Kaç gün?
(Birden belirtiler için bunu kullanabilir)",Turkish / Türk,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","bunu bir termometre ile ölçülmesi mü? Eğer olsaydı, en yüksek okuma neydi?",Turkish / Türk,Symptoms
Runny nose?,Burun akması?,Turkish / Türk,Symptoms
Cough?,Öksürük?,Turkish / Türk,Symptoms
Sore throat?,Boğaz ağrısı?,Turkish / Türk,Symptoms
Difficulty breathing?,Zorluk nefes?,Turkish / Türk,Symptoms
Do you have diarrhoea? How many times a day?,İshal var mı? Günde kaç defa?,Turkish / Türk,Symptoms
Rash?,Döküntü?,Turkish / Türk,Symptoms
"Any pain? Specifically, any chest pain?","Herhangi ağrısı? Özellikle, herhangi bir göğüs ağrısı?",Turkish / Türk,Symptoms
